pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
76465,XX,nse_fo,OPTSTK,COALINDIA,COALINDIA23JUN262.5CE,CE,COALINDIA23JUN262.5CE,,20374,,,,,,5,4200,1372516200,-1,2,26250,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304172,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,525,Physical,,0,1,126001,4200,0,965,85,1,1,1,0,0,1,0,6.16273e+09,3.5,0,126001
76466,XX,nse_fo,OPTSTK,COALINDIA,COALINDIA23JUN262.5PE,PE,COALINDIA23JUN262.5PE,,20374,,,,,,5,4200,1372516200,-1,2,26250,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304172,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3185,Physical,,0,1,126001,4200,0,4415,1955,1,1,1,0,0,1,0,6.16273e+09,3.5,0,126001
76467,XX,nse_fo,OPTSTK,COALINDIA,COALINDIA23JUN265CE,CE,COALINDIA23JUN265CE,,20374,,,,,,5,4200,1372516200,-1,2,26500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304172,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,475,Physical,,0,1,126001,4200,0,880,70,1,1,1,0,0,1,0,6.16273e+09,3.5,0,126001
76468,XX,nse_fo,OPTSTK,COALINDIA,COALINDIA23JUN265PE,PE,COALINDIA23JUN265PE,,20374,,,,,,5,4200,1372516200,-1,2,26500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304172,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3380,Physical,,0,1,126001,4200,0,4645,2115,1,1,1,0,0,1,0,6.16273e+09,3.5,0,126001
76469,XX,nse_fo,OPTSTK,COALINDIA,COALINDIA23JUN267.5CE,CE,COALINDIA23JUN267.5CE,,20374,,,,,,5,4200,1372516200,-1,2,26750,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304172,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,430,Physical,,0,1,126001,4200,0,805,55,1,1,1,0,0,1,0,6.16273e+09,3.5,0,126001
76470,XX,nse_fo,OPTSTK,COALINDIA,COALINDIA23JUN267.5PE,PE,COALINDIA23JUN267.5PE,,20374,,,,,,5,4200,1372516200,-1,2,26750,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304172,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3580,Physical,,0,1,126001,4200,0,4875,2285,1,1,1,0,0,1,0,6.16273e+09,3.5,0,126001
53024 72255,XX,nse_fo,FUTSTK,MGL,MGL27APR2325MAY23FUT,XX,,,,,,,,SP,5,800,1367073000,-1,2,-1,,FUTSTK,1367073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102160,,,0,1,0,800,0,2555,-2555,1,1,1,0,0,1,0,-1,0,0,24001
40550 35856,XX,nse_fo,FUTSTK,BAJAJFINSV,BAJAJFINSV25MAY2329JUN23FUT,XX,,,,,,,,SP,5,500,1369492200,-1,2,-1,,FUTSTK,1369492200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134655,,,0,1,0,500,0,3370,-3370,1,1,1,0,0,1,0,-1,0,0,20001
53022 72253,XX,nse_fo,FUTSTK,METROPOLIS,METROPOLIS27APR2325MAY23FUT,XX,,,,,,,,SP,5,400,1367073000,-1,2,-1,,FUTSTK,1367073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130085,,,0,1,0,400,0,3255,-3255,1,1,1,0,0,1,0,-1,0,0,20001
81000,XX,nse_fo,OPTSTK,DLF,DLF23JUN420CE,CE,DLF23JUN420CE,,14732,,,,,,5,1650,1372516200,-1,2,42000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3665,Physical,,0,1,66001,1650,0,5875,1455,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81001,XX,nse_fo,OPTSTK,DLF,DLF23JUN420PE,PE,DLF23JUN420PE,,14732,,,,,,5,1650,1372516200,-1,2,42000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2685,Physical,,0,1,66001,1650,0,4245,1125,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81002,XX,nse_fo,OPTSTK,DLF,DLF23JUN425CE,CE,DLF23JUN425CE,,14732,,,,,,5,1650,1372516200,-1,2,42500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3420,Physical,,0,1,66001,1650,0,5540,1300,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81003,XX,nse_fo,OPTSTK,DLF,DLF23JUN425PE,PE,DLF23JUN425PE,,14732,,,,,,5,1650,1372516200,-1,2,42500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2930,Physical,,0,1,66001,1650,0,4585,1275,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81004,XX,nse_fo,OPTSTK,DLF,DLF23JUN430CE,CE,DLF23JUN430CE,,14732,,,,,,5,1650,1372516200,-1,2,43000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3185,Physical,,0,1,66001,1650,0,5210,1160,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81005,XX,nse_fo,OPTSTK,DLF,DLF23JUN430PE,PE,DLF23JUN430PE,,14732,,,,,,5,1650,1372516200,-1,2,43000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3190,Physical,,0,1,66001,1650,0,4935,1445,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81006,XX,nse_fo,OPTSTK,DLF,DLF23JUN435CE,CE,DLF23JUN435CE,,14732,,,,,,5,1650,1372516200,-1,2,43500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2965,Physical,,0,1,66001,1650,0,4900,1030,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81007,XX,nse_fo,OPTSTK,DLF,DLF23JUN435PE,PE,DLF23JUN435PE,,14732,,,,,,5,1650,1372516200,-1,2,43500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3460,Physical,,0,1,66001,1650,0,5300,1620,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81008,XX,nse_fo,OPTSTK,DLF,DLF23JUN440CE,CE,DLF23JUN440CE,,14732,,,,,,5,1650,1372516200,-1,2,44000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2755,Physical,,0,1,66001,1650,0,4600,910,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81009,XX,nse_fo,OPTSTK,DLF,DLF23JUN440PE,PE,DLF23JUN440PE,,14732,,,,,,5,1650,1372516200,-1,2,44000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,3745,Physical,,0,1,66001,1650,0,5675,1815,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81010,XX,nse_fo,OPTSTK,DLF,DLF23JUN445CE,CE,DLF23JUN445CE,,14732,,,,,,5,1650,1372516200,-1,2,44500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2555,Physical,,0,1,66001,1650,0,4310,800,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81011,XX,nse_fo,OPTSTK,DLF,DLF23JUN445PE,PE,DLF23JUN445PE,,14732,,,,,,5,1650,1372516200,-1,2,44500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,4040,Physical,,0,1,66001,1650,0,6060,2020,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81012,XX,nse_fo,OPTSTK,DLF,DLF23JUN450CE,CE,DLF23JUN450CE,,14732,,,,,,5,1650,1372516200,-1,2,45000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2365,Physical,,0,1,66001,1650,0,4030,700,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81013,XX,nse_fo,OPTSTK,DLF,DLF23JUN450PE,PE,DLF23JUN450PE,,14732,,,,,,5,1650,1372516200,-1,2,45000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,4345,Physical,,0,1,66001,1650,0,6450,2240,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81014,XX,nse_fo,OPTSTK,DLF,DLF23JUN455CE,CE,DLF23JUN455CE,,14732,,,,,,5,1650,1372516200,-1,2,45500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2190,Physical,,0,1,66001,1650,0,3770,610,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81015,XX,nse_fo,OPTSTK,DLF,DLF23JUN455PE,PE,DLF23JUN455PE,,14732,,,,,,5,1650,1372516200,-1,2,45500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,4665,Physical,,0,1,66001,1650,0,6860,2470,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81016,XX,nse_fo,OPTSTK,DLF,DLF23JUN460CE,CE,DLF23JUN460CE,,14732,,,,,,5,1650,1372516200,-1,2,46000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,2025,Physical,,0,1,66001,1650,0,3520,530,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81017,XX,nse_fo,OPTSTK,APOLLOHOSP,APOLLOHOSP23APR3950PE,PE,APOLLOHOSP23APR3950PE,,157,,,,,,5,125,1367073000,-1,2,395000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304168,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,440,Physical,,0,1,5001,125,13250,1885,5,1,1,1,0,0,1,0,1.43785e+08,3.5,0,5001
81018,XX,nse_fo,OPTSTK,APOLLOHOSP,APOLLOHOSP23APR4000CE,CE,APOLLOHOSP23APR4000CE,,157,,,,,,5,125,1367073000,-1,2,400000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304168,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,35335,Physical,,0,1,5001,125,4000,66015,4655,1,1,1,0,0,1,0,1.43785e+08,3.5,0,5001
81019,XX,nse_fo,OPTSTK,APOLLOHOSP,APOLLOHOSP23APR4000PE,PE,APOLLOHOSP23APR4000PE,,157,,,,,,5,125,1367073000,-1,2,400000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304168,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,540,Physical,,0,1,5001,125,74375,2795,5,1,1,1,0,0,1,0,1.43785e+08,3.5,0,5001
81020,XX,nse_fo,OPTSTK,DLF,DLF23JUN460PE,PE,DLF23JUN460PE,,14732,,,,,,5,1650,1372516200,-1,2,46000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,4990,Physical,,0,1,66001,1650,0,7270,2710,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81021,XX,nse_fo,OPTSTK,DLF,DLF23JUN465CE,CE,DLF23JUN465CE,,14732,,,,,,5,1650,1372516200,-1,2,46500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,1870,Physical,,0,1,66001,1650,0,3280,460,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81022,XX,nse_fo,OPTSTK,DLF,DLF23JUN465PE,PE,DLF23JUN465PE,,14732,,,,,,5,1650,1372516200,-1,2,46500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,5325,Physical,,0,1,66001,1650,0,7685,2965,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81023,XX,nse_fo,OPTSTK,DLF,DLF23JUN470CE,CE,DLF23JUN470CE,,14732,,,,,,5,1650,1372516200,-1,2,47000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,1725,Physical,,0,1,66001,1650,0,3055,395,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81024,XX,nse_fo,OPTSTK,DLF,DLF23JUN470PE,PE,DLF23JUN470PE,,14732,,,,,,5,1650,1372516200,-1,2,47000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,5675,Physical,,0,1,66001,1650,0,8115,3235,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81025,XX,nse_fo,OPTSTK,DLF,DLF23JUN475CE,CE,DLF23JUN475CE,,14732,,,,,,5,1650,1372516200,-1,2,47500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,1590,Physical,,0,1,66001,1650,0,2845,335,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81026,XX,nse_fo,OPTSTK,DLF,DLF23JUN475PE,PE,DLF23JUN475PE,,14732,,,,,,5,1650,1372516200,-1,2,47500,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,6030,Physical,,0,1,66001,1650,0,8550,3510,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81027,XX,nse_fo,OPTSTK,DLF,DLF23JUN480CE,CE,DLF23JUN480CE,,14732,,,,,,5,1650,1372516200,-1,2,48000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,1465,Physical,,0,1,66001,1650,0,2645,285,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
81028,XX,nse_fo,OPTSTK,DLF,DLF23JUN480PE,PE,DLF23JUN480PE,,14732,,,,,,5,1650,1372516200,-1,2,48000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304173,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,6400,Physical,,0,1,66001,1650,0,8995,3805,1,1,1,0,0,1,0,2.47532e+09,3.5,0,66001
72253 42390,XX,nse_fo,FUTSTK,METROPOLIS,METROPOLIS25MAY2329JUN23FUT,XX,,,,,,,,SP,5,400,1369492200,-1,2,-1,,FUTSTK,1369492200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130600,,,0,1,0,400,0,3265,-3265,1,1,1,0,0,1,0,-1,0,0,20001
145071,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR460CE,CE,SYNGENE23APR460CE,,10243,,,,,,5,1000,1367073000,-1,2,46000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,15865,Physical,,0,1,40001,1000,0,19980,11750,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145072,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR460PE,PE,SYNGENE23APR460PE,,10243,,,,,,5,1000,1367073000,-1,2,46000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145073,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR470CE,CE,SYNGENE23APR470CE,,10243,,,,,,5,1000,1367073000,-1,2,47000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,14870,Physical,,0,1,40001,1000,0,18985,10755,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145074,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR470PE,PE,SYNGENE23APR470PE,,10243,,,,,,5,1000,1367073000,-1,2,47000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145075,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR480CE,CE,SYNGENE23APR480CE,,10243,,,,,,5,1000,1367073000,-1,2,48000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,13870,Physical,,0,1,40001,1000,0,17985,9755,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145076,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR480PE,PE,SYNGENE23APR480PE,,10243,,,,,,5,1000,1367073000,-1,2,48000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145077,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR490CE,CE,SYNGENE23APR490CE,,10243,,,,,,5,1000,1367073000,-1,2,49000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,12870,Physical,,0,1,40001,1000,0,16985,8755,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145078,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR490PE,PE,SYNGENE23APR490PE,,10243,,,,,,5,1000,1367073000,-1,2,49000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145079,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR500CE,CE,SYNGENE23APR500CE,,10243,,,,,,5,1000,1367073000,-1,2,50000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,11875,Physical,,0,1,40001,1000,0,15990,7760,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145080,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR500PE,PE,SYNGENE23APR500PE,,10243,,,,,,5,1000,1367073000,-1,2,50000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,3000,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145081,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR510CE,CE,SYNGENE23APR510CE,,10243,,,,,,5,1000,1367073000,-1,2,51000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,10875,Physical,,0,1,40001,1000,0,14990,6760,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145082,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR510PE,PE,SYNGENE23APR510PE,,10243,,,,,,5,1000,1367073000,-1,2,51000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145083,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR520CE,CE,SYNGENE23APR520CE,,10243,,,,,,5,1000,1367073000,-1,2,52000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,9880,Physical,,0,1,40001,1000,0,13995,5765,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145084,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR520PE,PE,SYNGENE23APR520PE,,10243,,,,,,5,1000,1367073000,-1,2,52000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145085,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR530CE,CE,SYNGENE23APR530CE,,10243,,,,,,5,1000,1367073000,-1,2,53000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,8880,Physical,,0,1,40001,1000,0,12990,4770,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145086,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR530PE,PE,SYNGENE23APR530PE,,10243,,,,,,5,1000,1367073000,-1,2,53000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,0,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145087,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR540CE,CE,SYNGENE23APR540CE,,10243,,,,,,5,1000,1367073000,-1,2,54000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,7885,Physical,,0,1,40001,1000,0,11990,3780,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145088,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR540PE,PE,SYNGENE23APR540PE,,10243,,,,,,5,1000,1367073000,-1,2,54000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,40001,1000,1000,305,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145089,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR550CE,CE,SYNGENE23APR550CE,,10243,,,,,,5,1000,1367073000,-1,2,55000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,6890,Physical,,0,1,40001,1000,1000,10970,2810,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145090,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR550PE,PE,SYNGENE23APR550PE,,10243,,,,,,5,1000,1367073000,-1,2,55000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,10,Physical,,0,1,40001,1000,15000,310,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145091,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR560CE,CE,SYNGENE23APR560CE,,10243,,,,,,5,1000,1367073000,-1,2,56000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5910,Physical,,0,1,40001,1000,0,9940,1880,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
145092,XX,nse_fo,OPTSTK,SYNGENE,SYNGENE23APR560PE,PE,SYNGENE23APR560PE,,10243,,,,,,5,1000,1367073000,-1,2,56000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304185,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,25,Physical,,0,1,40001,1000,104000,325,5,1,1,1,0,0,1,0,4.01434e+08,3.5,0,40001
